Oyun Adi,Fiyat,URL,Diller,PEGI,Platformlar
Grounded,"675,00 ₺",https://www.xbox.com/tr-TR/games/store/grounded/9PJTHRNVH62H/0010,17 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Century: Age of Ashes,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/century-age-of-ashes/9NRMXFFD3K13/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Assassin's Creed Origins - Altın Sürüm,"120,00 ₺+",https://www.xbox.com/tr-TR/games/store/assassins-creed-origins-altin-surum/BX8J66WFQ1VK/0001,16 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
EA SPORTS FC™ 26 Ultimate Sürüm Xbox One ve Xbox Series X|S,"3.999,99 ₺+",https://www.xbox.com/tr-TR/games/store/ea-sports-fc-26-ultimate-surum-xbox-one-ve-xbox-series-xs/9NJNJTC600G0/0010,21 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Assassin's Creed Odyssey - Nihai Sürüm,"185,00 ₺+",https://www.xbox.com/tr-TR/games/store/assassins-creed-odyssey-nihai-surum/BRQGNR1PZHP4/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
CarX Street,"430,00 ₺",https://www.xbox.com/tr-TR/games/store/carx-street/9NN082LMVV2C/0010,8 Dil,N/A,Bilgisayar | Xbox Series X|S
Lawn Mowing Simulator,"27,00 ₺+",https://www.xbox.com/tr-TR/games/store/lawn-mowing-simulator/9NPFJTM4HBH9/0010,12 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Century: Age of Ashes - Gilded Scales Edition,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/century-age-of-ashes-gilded-scales-edition/9N0K0Q39X4NT/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Sébastien Loeb Rally EVO,"699,00 ₺+",https://www.xbox.com/tr-TR/games/store/sebastien-loeb-rally-evo/BR5BK5PNZKVH/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Minecraft Legends,"675,00 ₺+",https://www.xbox.com/tr-TR/games/store/minecraft-legends/9NF0D13RPX5L/0010,27 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Forgive Me Father,"24,93 ₺",https://www.xbox.com/tr-TR/games/store/forgive-me-father/9PJBC4BZPSMR/0010,8 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Insurgency: Sandstorm - 1-Year Anniversary Edition,"1.150,00 ₺+",https://www.xbox.com/tr-TR/games/store/insurgency-sandstorm-1-year-anniversary-edition/9PDCH498W8XQ/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Golden Farm,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/golden-farm/9NKP7KQ9NN9K/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Call of Duty® 3,"24,50 ₺+",https://www.xbox.com/tr-TR/games/store/call-of-duty-3/C2N2L6MHMV34/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Pinball M,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/pinball-m/9MZKQP6VJ6BC/0010,5 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Call of Duty® 2,"24,50 ₺+",https://www.xbox.com/tr-TR/games/store/call-of-duty-2/C1Q14RM5224Q/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Black Myth: Wukong,"2.499,00 ₺+",https://www.xbox.com/tr-TR/games/store/black-myth-wukong/9NWQ1Q1FR0C9/0010,15 Dil,N/A,Bilgisayar | Xbox Series X|S
Need for Speed™ Hot Pursuit Remastered,"55,60 ₺",https://www.xbox.com/tr-TR/games/store/need-for-speed-hot-pursuit-remastered/9NMBJQ0265ZK/0010,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Sledders,"98,75 ₺",https://www.xbox.com/tr-TR/games/store/sledders/9NWPDJCC9J3J/0010,1 Dil,N/A,Bilgisayar | Xbox Series X|S
Thief Simulator,"11,25 ₺+",https://www.xbox.com/tr-TR/games/store/thief-simulator/9N4ZQPM20W8F/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
The Walking Dead: A New Frontier - Episode 1,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/the-walking-dead-a-new-frontier-episode-1/BSRXXBC5L1BV/0001,9 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Assassin's Creed Shadows Digital Deluxe Edition,"1.700,00 ₺+",https://www.xbox.com/tr-TR/games/store/assassins-creed-shadows-digital-deluxe-edition/9NV1N71TKRZS/0010,13 Dil,N/A,Bilgisayar | Xbox Series X|S
Forza Horizon 6 Standard Edition,"2.999,00 ₺+",https://www.xbox.com/tr-TR/games/store/forza-horizon-6-standard-edition/9PFDT5X4RH8B/0017,N/A,N/A,Bilgisayar | Xbox Series X|S
Kona,"46,25 ₺",https://www.xbox.com/tr-TR/games/store/kona/BXDSG249D6Q2/0001,6 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Dead by Daylight,"899,00 ₺+",https://www.xbox.com/tr-TR/games/store/dead-by-daylight/C0N22P73QZ60/0001,16 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
LOST PLANET 2,"109,00 ₺+",https://www.xbox.com/tr-TR/games/store/lost-planet-2/C1PJKCDKH6LN/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Saints Row,"749,00 ₺+",https://www.xbox.com/tr-TR/games/store/saints-row/BTVQTRMQVLJP/0001,14 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Avatar: Frontiers of Pandora™,"1.000,00 ₺+",https://www.xbox.com/tr-TR/games/store/avatar-frontiers-of-pandora/9N9QJG4S82B5/0010,11 Dil,N/A,Bilgisayar | Xbox Series X|S
House Flipper,"18,07 ₺+",https://www.xbox.com/tr-TR/games/store/house-flipper/9NBFGKQLMV33/0010,12 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Tom Clancy’s Splinter Cell: Double Agent,"14,70 ₺+",https://www.xbox.com/tr-TR/games/store/tom-clancys-splinter-cell-double-agent/BPQ8RMCDSLRL/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Streets of Rage 4,"150,90 ₺+",https://www.xbox.com/tr-TR/games/store/streets-of-rage-4/9N7H54KNCB9N/0010,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Call of Duty®: Black Ops II (2012),"712,79 ₺+",https://www.xbox.com/tr-TR/games/store/call-of-duty-black-ops-ii-2012/9NFB5MDCWF47/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
The Last Oricru - Final Cut,"359,00 ₺",https://www.xbox.com/tr-TR/games/store/the-last-oricru-final-cut/9NHSQV0GRW9Z/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Taxi Life: A City Driving Simulator,"499,00 ₺+",https://www.xbox.com/tr-TR/games/store/taxi-life-a-city-driving-simulator/9PP1T546WJFM/0010,14 Dil,N/A,Bilgisayar | Xbox Series X|S
Farming Simulator 22,"1.149,00 ₺+",https://www.xbox.com/tr-TR/games/store/farming-simulator-22/9P6SRW1HVW9K/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Комплект NBA 2K26 × PGA TOUR 2K25,"3.600,00 ₺+",https://www.xbox.com/tr-TR/games/store/komplekt-nba-2k26-pga-tour-2k25/9P6W4ZK1VZ5Z/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Sid Meier's Civilization VI,"259,00 ₺+",https://www.xbox.com/tr-TR/games/store/sid-meiers-civilization-vi/9N4RSG99KV1X/0010,12 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
SpiderHeck,"450,00 ₺+",https://www.xbox.com/tr-TR/games/store/spiderheck/9N0TRF57SMQH/0010,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Bermuda Adventures: çiftlik,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/bermuda-adventures-ciftlik/9P4QK476J199/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Autopsy Simulator,"1.015,00 ₺",https://www.xbox.com/tr-TR/games/store/autopsy-simulator/9NW593XDJVLV/0010,11 Dil,N/A,Bilgisayar | Xbox Series X|S
AAA Dynamic Scenes,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/aaa-dynamic-scenes/9NP1VPQDRQ0P/0010,13 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Call of Duty®: Black Ops 7 - Kasa Sürümüne Geçiş,"1.200,00 ₺+",https://www.xbox.com/tr-TR/games/store/call-of-duty-black-ops-7-kasa-surumune-gecis/9MVJSRNN7HM5/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
theHunter: Call of the Wild™,"76,50 ₺+",https://www.xbox.com/tr-TR/games/store/thehunter-call-of-the-wild/BXBJQ1932138/0001,8 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Sniper Ghost Warrior Contracts Full Arsenal Edition,"725,00 ₺+",https://www.xbox.com/tr-TR/games/store/sniper-ghost-warrior-contracts-full-arsenal-edition/9P898CXX27TD/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Call of War,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/call-of-war/9PMCB5L27KFF/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
FuzzBall,Ücretsiz,https://www.xbox.com/tr-TR/games/store/fuzzball/9N9Z4GGBN0ZC/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Monster Energy Supercross - Special Edition,"1.049,00 ₺+",https://www.xbox.com/tr-TR/games/store/monster-energy-supercross-special-edition/BZWKS52TWZWC/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
BMX Streets,"71,25 ₺",https://www.xbox.com/tr-TR/games/store/bmx-streets/9NDLF3H1FCQ6/0010,31 Dil,N/A,Bilgisayar | Xbox Series X|S
Terraria,"55,00 ₺",https://www.xbox.com/tr-TR/games/store/terraria/BTNPS60N3114/0001,5 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Supermarket Simulator DLC Bundle,"449,00 ₺",https://www.xbox.com/tr-TR/games/store/supermarket-simulator-dlc-bundle/9N4F2G1W0CQJ/0010,20 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Iron Harvest Complete Edition,"439,00 ₺",https://www.xbox.com/tr-TR/games/store/iron-harvest-complete-edition/9PKXGRWS6FDD/0010,12 Dil,N/A,Bilgisayar | Xbox Series X|S
Minecraft Dungeons Ultimate Edition for Windows,"669,00 ₺+",https://www.xbox.com/tr-TR/games/store/minecraft-dungeons-ultimate-edition-for-windows/9NZ12RV7B7R3/0010,16 Dil,N/A,Bilgisayar | Xbox Series X|S
Tom Clancy's The Division,"151,35 ₺+",https://www.xbox.com/tr-TR/games/store/tom-clancys-the-division/BRGPD72KHM3Q/0001,22 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Neverwinter,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/neverwinter/C0GQP41KXPVZ/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Resident Evil,"401,99 ₺",https://www.xbox.com/tr-TR/games/store/resident-evil/BNZQJ2FBTDM7/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
South Park™: The Stick of Truth™,"35,00 ₺",https://www.xbox.com/tr-TR/games/store/south-park-the-stick-of-truth/C0QDQ0KX4HDV/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Heart of Darkness Collection,"1.949,00 ₺+",https://www.xbox.com/tr-TR/games/store/heart-of-darkness-collection/9P9SF1VCFPBD/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Dying Light: The Beast Deluxe Edition,"2.650,00 ₺+",https://www.xbox.com/tr-TR/games/store/dying-light-the-beast-deluxe-edition/9P7DBQ4GP5X0/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Metal Eden,"495,00 ₺",https://www.xbox.com/tr-TR/games/store/metal-eden/9PP1WHRP17BK/0010,12 Dil,N/A,Bilgisayar | Xbox Series X|S
Jurassic World Evolution 3: Deluxe Edition,"2.200,00 ₺+",https://www.xbox.com/tr-TR/games/store/jurassic-world-evolution-3-deluxe-edition/9P7VVC7BTZNX/0010,13 Dil,N/A,Bilgisayar | Xbox Series X|S
PING REDUX,Ücretsiz,https://www.xbox.com/tr-TR/games/store/ping-redux/BTCRQ7V311BM/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Island Saver,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/island-saver/9NKJBN2RMQXB/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
ARK: Survival Evolved,"42,50 ₺+",https://www.xbox.com/tr-TR/games/store/ark-survival-evolved/BNBLC4ZGFNKB/0001,16 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
RetroRealms Arcade,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/retrorealms-arcade/9PGHVX9B5RZS/0010,7 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Stick Fight: The Game,"25,75 ₺",https://www.xbox.com/tr-TR/games/store/stick-fight-the-game/C135285K8B33/0001,2 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
CRSED: F.O.A.D.,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/crsed-foad/C3NNLTHW9T9W/0001,7 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
CloverPit,"28,75 ₺",https://www.xbox.com/tr-TR/games/store/cloverpit/9P8V7HR160B4/0010,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Monster Jam™ Showdown,"1.749,00 ₺+",https://www.xbox.com/tr-TR/games/store/monster-jam-showdown/9MVFWHBPVGP8/0010,10 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Call of Duty®: Modern Warfare® 2 Campaign Remastered,"169,50 ₺",https://www.xbox.com/tr-TR/games/store/call-of-duty-modern-warfare-2-campaign-remastered/9N2CTV36Z5S6/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Alan Wake,"6,19 ₺",https://www.xbox.com/tr-TR/games/store/alan-wake/9NKV44QF1R68/0010,N/A,N/A,Bilgisayar | Xbox Series X|S | Handheld
Adventure Escape Mysteries,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/adventure-escape-mysteries/9NX4MFC86ZHD/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
THE KING OF FIGHTERS XV Ultimate Edition,"2.099,00 ₺+",https://www.xbox.com/tr-TR/games/store/the-king-of-fighters-xv-ultimate-edition/9PP3CJXFKC9V/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Dungeon Defenders II,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/dungeon-defenders-ii/BZFB1F31614J/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
LEGO® Star Wars™: The Skywalker Saga,"599,00 ₺+",https://www.xbox.com/tr-TR/games/store/lego-star-wars-the-skywalker-saga/9NJN1MC1X5FK/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Deep Rock Galactic - Ultimate Edition,"42,37 ₺+",https://www.xbox.com/tr-TR/games/store/deep-rock-galactic-ultimate-edition/9NFHWSJ3JWSC/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
ELDEN RING NIGHTREIGN,"1.399,00 ₺+",https://www.xbox.com/tr-TR/games/store/elden-ring-nightreign/9PJ22QNVCZ3G/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
This War of Mine: The Little Ones,"70,00 ₺",https://www.xbox.com/tr-TR/games/store/this-war-of-mine-the-little-ones/BSZ576R612B0/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Rust Console Edition X|S,"1.910,00 ₺+",https://www.xbox.com/tr-TR/games/store/rust-console-edition-xs/9PJVJ4WF031H/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
REANIMAL - Digital Deluxe Edition,"2.649,00 ₺+",https://www.xbox.com/tr-TR/games/store/reanimal-digital-deluxe-edition/9NB3XVDJHSM8/0010,15 Dil,N/A,Bilgisayar | Xbox Series X|S
MindsEye - Deluxe Edition,"2.900,00 ₺+",https://www.xbox.com/tr-TR/games/store/mindseye-deluxe-edition/9P3LPB2X2DT6/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
MotoGP™19,"699,00 ₺+",https://www.xbox.com/tr-TR/games/store/motogp19/C3VCWTXHWN1Z/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Century: Age of Ashes - Champion's Edition,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/century-age-of-ashes-champions-edition/9MVTGWDJD7TP/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Beat Cop,"3,50 ₺",https://www.xbox.com/tr-TR/games/store/beat-cop/9P3FJK2XQ6L7/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
SMITE,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/smite/C2MHS238PDNS/0001,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Card Storm Idle,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/card-storm-idle/9P0LNTGQH4XH/0010,1 Dil,N/A,Bilgisayar | Xbox Series X|S
Star Wars Outlaws Ultimate Edition,"1.470,00 ₺+",https://www.xbox.com/tr-TR/games/store/star-wars-outlaws-ultimate-edition/9P5878SXKVLC/0010,12 Dil,N/A,Bilgisayar | Xbox Series X|S
Call of Duty®: Infinite Warfare,,https://www.xbox.com/tr-TR/games/store/call-of-duty-infinite-warfare/BTCHP5NTZ053/0001,10 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Control Ultimate Edition - Xbox Series X|S,"31,35 ₺",https://www.xbox.com/tr-TR/games/store/control-ultimate-edition-xbox-series-xs/9P4D0K92BM7V/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Card Storm Idle (Xbox One),Ücretsiz+,https://www.xbox.com/tr-TR/games/store/card-storm-idle-xbox-one/9N5C7M066Z68/0010,1 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Pigeon Simulator,"619,00 ₺",https://www.xbox.com/tr-TR/games/store/pigeon-simulator/9NRHQLZX3900/0010,1 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Borderlands Legendary Collection,"279,01 ₺+",https://www.xbox.com/tr-TR/games/store/borderlands-legendary-collection/9N951JR9T3FX/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Splosion Man,"18,25 ₺+",https://www.xbox.com/tr-TR/games/store/splosion-man/C1JKCSRT3XCN/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Insects: Xbox One X Enhanced Deneyimi,Ücretsiz,https://www.xbox.com/tr-TR/games/store/insects-xbox-one-x-enhanced-deneyimi/9P798W4VDT91/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Dragon's Dogma 2 Deluxe Edition,"2.999,00 ₺+",https://www.xbox.com/tr-TR/games/store/dragons-dogma-2-deluxe-edition/9MXKNKXMRRMZ/0010,14 Dil,N/A,Bilgisayar | Xbox Series X|S
Baldur's Gate 3 - Digital Deluxe Edition,"1.450,00 ₺+",https://www.xbox.com/tr-TR/games/store/baldurs-gate-3-digital-deluxe-edition/9N4WFSL71XXZ/0010,13 Dil,N/A,Bilgisayar | Xbox Series X|S
Battlefield™ 6 Phantom Edition,"2.999,99 ₺+",https://www.xbox.com/tr-TR/games/store/battlefield-6-phantom-edition/9P4BB02MWDZK/0010,13 Dil,N/A,Bilgisayar | Xbox Series X|S
Need for Speed™ Ultimate Bundle,"80,00 ₺+",https://www.xbox.com/tr-TR/games/store/need-for-speed-ultimate-bundle/BSCM85R533J3/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Graveyard Keeper,"12,25 ₺+",https://www.xbox.com/tr-TR/games/store/graveyard-keeper/C11GZGMKRTCV/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Hole io,"176,25 ₺+",https://www.xbox.com/tr-TR/games/store/hole-io/9N13JZCRPPRG/0010,1 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
SONIC X SHADOW GENERATIONS Digital Deluxe Sürümü,"1.949,00 ₺+",https://www.xbox.com/tr-TR/games/store/sonic-x-shadow-generations-digital-deluxe-surumu/9PMBGJTF3536/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
ARK: Survival Ascended,"1.785,05 ₺+",https://www.xbox.com/tr-TR/games/store/ark-survival-ascended/9P33VJGVPHVP/0010,13 Dil,N/A,Bilgisayar | Xbox Series X|S | Handheld
The Crew Motorfest - Xbox One,,https://www.xbox.com/tr-TR/games/store/the-crew-motorfest-xbox-one/9PB5JN044BHZ/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Duke Nukem 3D: 20th Anniversary World Tour,"57,81 ₺",https://www.xbox.com/tr-TR/games/store/duke-nukem-3d-20th-anniversary-world-tour/BZF309Q32MDT/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Pathfinder: Wrath of the Righteous - Game of the Year Edition,"480,00 ₺+",https://www.xbox.com/tr-TR/games/store/pathfinder-wrath-of-the-righteous-game-of-the-year-edition/9N7B36TT5HG9/0010,7 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Lightyear Frontier (Game Preview),"375,00 ₺+",https://www.xbox.com/tr-TR/games/store/lightyear-frontier-game-preview/9NDX2927SND9/0010,12 Dil,N/A,Bilgisayar | Xbox Series X|S | Handheld
STAR WARS™ Battlefront™ II,"137,50 ₺+",https://www.xbox.com/tr-TR/games/store/star-wars-battlefront-ii/C0GWTPD0S8S1/0001,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Liquor Store Simulator,"549,00 ₺",https://www.xbox.com/tr-TR/games/store/liquor-store-simulator/9NRQNN7D8JPL/0010,17 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Crime Simulator,"799,00 ₺",https://www.xbox.com/tr-TR/games/store/crime-simulator/9P05MZMS92DQ/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Devil May Cry 4 Special Edition,"499,99 ₺+",https://www.xbox.com/tr-TR/games/store/devil-may-cry-4-special-edition/BPZT3CQCCWKG/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
RoboCop: Rogue City - Alex Murphy Edition,"1.949,00 ₺+",https://www.xbox.com/tr-TR/games/store/robocop-rogue-city-alex-murphy-edition/9NSBZNCJ4BB6/0010,12 Dil,N/A,Bilgisayar | Xbox Series X|S
Legacy of Kain: Defiance Remastered,"1.079,00 ₺+",https://www.xbox.com/tr-TR/games/store/legacy-of-kain-defiance-remastered/9NH1WTX8VXCC/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Arcadegeddon,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/arcadegeddon/9PKR5R6L4L47/0010,11 Dil,N/A,Bilgisayar | Xbox Series X|S
Destiny - The Collection,"399,00 ₺+",https://www.xbox.com/tr-TR/games/store/destiny-the-collection/C3GDK9QKWLRD/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Grim Idle (Xbox One),Ücretsiz+,https://www.xbox.com/tr-TR/games/store/grim-idle-xbox-one/9PP5K1FTFHJR/0010,2 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Five Nights at Freddy's,"22,50 ₺",https://www.xbox.com/tr-TR/games/store/five-nights-at-freddys/9N5253J559LR/0010,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Pacific Drive,"492,00 ₺+",https://www.xbox.com/tr-TR/games/store/pacific-drive/9PNKG0WBL61W/0010,13 Dil,N/A,Bilgisayar | Xbox Series X|S | Handheld
Pinball Arcade,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/pinball-arcade/BX1JCFLJT5KX/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
MLB® The Show™ 25 Standard Edition,"2.400,00 ₺+",https://www.xbox.com/tr-TR/games/store/mlb-the-show-25-standard-edition/9PJ6W7RC6H71/0010,1 Dil,N/A,Bilgisayar | Xbox Series X|S
DmC Devil May Cry: Definitive Edition,"600,00 ₺",https://www.xbox.com/tr-TR/games/store/dmc-devil-may-cry-definitive-edition/C27LHB0DH095/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
High On Life 2,"2.469,00 ₺+",https://www.xbox.com/tr-TR/games/store/high-on-life-2/9NF6XPSBTTGB/0010,8 Dil,N/A,Bilgisayar | Xbox Series X|S | Handheld
Fallout 4,"143,75 ₺+",https://www.xbox.com/tr-TR/games/store/fallout-4/C3KLDKZBHNCZ/0001,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
MotoGP™25 - Xbox Series X|S,"2.499,00 ₺+",https://www.xbox.com/tr-TR/games/store/motogp25-xbox-series-xs/9PMXCJGSQBL8/0010,10 Dil,N/A,Bilgisayar | Xbox Series X|S
The Chant,"415,30 ₺+",https://www.xbox.com/tr-TR/games/store/the-chant/9NX008DVW20T/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
World War Z,"390,00 ₺+",https://www.xbox.com/tr-TR/games/store/world-war-z/BWQ5FC9WDJ6H/0001,12 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Star Trek Online,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/star-trek-online/C3LF9PCRP9RP/0001,2 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Word Quest Pirates,"68,00 ₺",https://www.xbox.com/tr-TR/games/store/word-quest-pirates/9PKGGJR797L2/0010,1 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Scorn,"91,24 ₺",https://www.xbox.com/tr-TR/games/store/scorn/9NM3TNRPQXLR/0010,24 Dil,N/A,Bilgisayar | Xbox Series X|S | Handheld
Assassin's Creed Unity,"35,00 ₺+",https://www.xbox.com/tr-TR/games/store/assassins-creed-unity/BRQH27C9RGXS/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Need for Speed™ Deluxe Edition,"52,42 ₺+",https://www.xbox.com/tr-TR/games/store/need-for-speed-deluxe-edition/C43BGCBS0TVL/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Küllerinden Doğan Sürümü - Avatar: Frontiers of Pandora™,"1.094,25 ₺+",https://www.xbox.com/tr-TR/games/store/kullerinden-dogan-surumu-avatar-frontiers-of-pandora/9NGZSKX9BJRZ/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Tom Clancy's Ghost Recon® Breakpoint,"90,00 ₺+",https://www.xbox.com/tr-TR/games/store/tom-clancys-ghost-recon-breakpoint/C3VVNLQQ54F8/0001,16 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Grand Theft Auto V Enhanced (PC),"1.049,00 ₺+",https://www.xbox.com/tr-TR/games/store/grand-theft-auto-v-enhanced-pc/9NXFX68ZNKK0/0010,14 Dil,N/A,Bilgisayar | Xbox Series X|S
Virtual Villagers Origins 2 Xbox,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/virtual-villagers-origins-2-xbox/9PJL0VR9K32X/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
